"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1985-M01","1985-M02","1985-M03","1985-M04","1985-M05","1985-M06","1985-M07","1985-M08","1985-M09","1985-M10","1985-M11","1985-M12","1986-M01","1986-M02","1986-M03","1986-M04","1986-M05","1986-M06","1986-M07","1986-M08","1986-M09","1986-M10","1986-M11","1986-M12","1987-M01","1987-M02","1987-M03","1987-M04","1987-M05","1987-M06","1987-M07","1987-M08","1987-M09","1987-M10","1987-M11","1987-M12","1988-M01","1988-M02","1988-M03","1988-M04","1988-M05","1988-M06","1988-M07","1988-M08","1988-M09","1988-M10","1988-M11","1988-M12","1989-M01","1989-M02","1989-M03","1989-M04","1989-M05","1989-M06","1989-M07","1989-M08","1989-M09","1989-M10","1989-M11","1989-M12","1990-M01","1990-M02","1990-M03","1990-M04","1990-M05","1990-M06","1990-M07","1990-M08","1990-M09","1990-M10","1990-M11","1990-M12","1991-M01","1991-M02","1991-M03","1991-M04","1991-M05","1991-M06","1991-M07","1991-M08","1991-M09","1991-M10","1991-M11","1991-M12","1992-M01","1992-M02","1992-M03","1992-M04","1992-M05","1992-M06","1992-M07","1992-M08","1992-M09","1992-M10","1992-M11","1992-M12","1993-M01","1993-M02","1993-M03","1993-M04","1993-M05","1993-M06","1993-M07","1993-M08","1993-M09","1993-M10","1993-M11","1993-M12","1994-M01","1994-M02","1994-M03","1994-M04","1994-M05","1994-M06","1994-M07","1994-M08","1994-M09","1994-M10","1994-M11","1994-M12","1995-M01","1995-M02","1995-M03","1995-M04","1995-M05","1995-M06","1995-M07","1995-M08","1995-M09","1995-M10","1995-M11","1995-M12","1996-M01","1996-M02","1996-M03","1996-M04","1996-M05","1996-M06","1996-M07","1996-M08","1996-M09","1996-M10","1996-M11","1996-M12"
"IMF.STA:CPI(5.0.0)","GBR.CPI._T.IX.M","OBS_VALUE","United Kingdom","Consumer price index (CPI)","All Items","Index","Monthly","Units","41.40639","41.7242","42.13282","43.04085","43.22246","43.31326","43.22246","43.35867","43.31326","43.40406","43.54027","43.58567","43.67648","43.85808","43.90348","44.3575","44.4029","44.4029","44.2667","44.4029","44.62991","44.72071","45.08393","45.22013","45.40174","45.58335","45.67415","46.21898","46.26437","46.26437","46.21898","46.35518","46.49138","46.71839","46.9454","46.9","46.9","47","47.2","47.8","48","48.2","48.2","48.5","48.7","49","49.3","49.3","49.5","49.7","50","50.5","50.9","51","51","51.1","51.5","51.9","52.1","52.2","52.4","52.9","53.1","54.4","55","55.2","55.2","55.7","56.2","56.7","56.9","57","57","57.2","57.5","58.7","59.2","59.5","59.3","59.9","60.1","60.4","60.5","60.7","60.5","60.8","61.1","61.8","62.2","62.2","62","62.1","62.3","62.5","62.5","62.6","62.4","62.7","63","63.4","63.6","63.6","63.4","63.7","64","64","63.8","64","64","64.2","64.4","64.9","65.1","65.1","64.7","65.1","65.2","65.1","65.2","65.5","65.5","65.7","66","66.4","66.7","66.8","66.6","66.9","67.2","67.1","67.1","67.5","67.4","67.7","67.9","68.3","68.6","68.7","68.3","68.7","69","69.1","69.2","69.4"
