"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1985-M01","1985-M02","1985-M03","1985-M04","1985-M05","1985-M06","1985-M07","1985-M08","1985-M09","1985-M10","1985-M11","1985-M12","1986-M01","1986-M02","1986-M03","1986-M04","1986-M05","1986-M06","1986-M07","1986-M08","1986-M09","1986-M10","1986-M11","1986-M12","1987-M01","1987-M02","1987-M03","1987-M04","1987-M05","1987-M06","1987-M07","1987-M08","1987-M09","1987-M10","1987-M11","1987-M12","1988-M01","1988-M02","1988-M03","1988-M04","1988-M05","1988-M06","1988-M07","1988-M08","1988-M09","1988-M10","1988-M11","1988-M12","1989-M01","1989-M02","1989-M03","1989-M04","1989-M05","1989-M06","1989-M07","1989-M08","1989-M09","1989-M10","1989-M11","1989-M12","1990-M01","1990-M02","1990-M03","1990-M04","1990-M05","1990-M06","1990-M07","1990-M08","1990-M09","1990-M10","1990-M11","1990-M12","1991-M01","1991-M02","1991-M03","1991-M04","1991-M05","1991-M06","1991-M07","1991-M08","1991-M09","1991-M10","1991-M11","1991-M12","1992-M01","1992-M02","1992-M03","1992-M04","1992-M05","1992-M06","1992-M07","1992-M08","1992-M09","1992-M10","1992-M11","1992-M12","1993-M01","1993-M02","1993-M03","1993-M04","1993-M05","1993-M06","1993-M07","1993-M08","1993-M09","1993-M10","1993-M11","1993-M12","1994-M01","1994-M02","1994-M03","1994-M04","1994-M05","1994-M06","1994-M07","1994-M08","1994-M09","1994-M10","1994-M11","1994-M12","1995-M01","1995-M02","1995-M03","1995-M04","1995-M05","1995-M06","1995-M07","1995-M08","1995-M09","1995-M10","1995-M11","1995-M12","1996-M01","1996-M02","1996-M03","1996-M04","1996-M05","1996-M06","1996-M07","1996-M08","1996-M09","1996-M10","1996-M11","1996-M12"
"IMF.STA:ER(4.0.1)","GBR.XDC_USD.PA_RT.M","OBS_VALUE","United Kingdom","Domestic currency per US Dollar","Period average","Monthly","Units","0.885801","0.91266","0.894962","0.805315999","0.800777","0.780799","0.72627","0.72202","0.733788","0.702780999","0.694505999","0.691272","0.701973","0.699812","0.682016","0.668419","0.656906","0.663719","0.662699","0.672789","0.679133","0.700417","0.702389","0.696096","0.664052","0.65514","0.628116","0.613425","0.59982","0.61348","0.621163","0.626973","0.608124","0.602222","0.563414","0.547189","0.554719","0.569359","0.54646","0.533136","0.534529","0.561462","0.58647","0.589082","0.594033","0.576306","0.553232","0.547254","0.563114","0.570181","0.583088","0.588154","0.613493","0.64408","0.616559","0.626031","0.636873","0.629829","0.635778","0.626893","0.605595","0.589663","0.61546","0.611011","0.595893","0.585561","0.55355","0.526976","0.532042","0.51423","0.509196","0.518949","0.517223","0.508804","0.546677","0.571755","0.579301","0.607077","0.607024","0.594139","0.580229","0.580619","0.562644","0.548692","0.55212","0.562936","0.57991","0.569306","0.552351","0.539743","0.521128","0.515814","0.540741","0.603548","0.655092","0.644601","0.652755","0.695672","0.68489","0.64673","0.645826","0.661392","0.668092","0.670338","0.65617","0.6726307","0.675372","0.67121094","0.66994","0.67635477","0.67079729","0.67451936","0.66538465","0.6559369","0.64723063","0.64825541","0.63960594","0.62274808","0.62921345","0.64113277","0.63501203","0.63628006","0.62491667","0.62171066","0.62984425","0.62704575","0.62708867","0.63728833","0.6422044","0.63341278","0.6395278","0.64968604","0.65355223","0.6510129","0.65480763","0.65993679","0.66030395","0.64840972","0.64365441","0.64531147","0.64134496","0.63091362","0.60141075","0.60084063"
